Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Q1_Prominence,Q2_Age,Q2a_Age_SpecifyOther,Q3_Sex,Q4_Gender,Q5_LGBTQ,Q6_Animated,Q6a_Animated_OtherSpecify,Q7_Race_Ethnicity,Q7a_RE_OtherSpecify,Q8_Disability,Q9a_Shopping,Q9b_Driving,Q9c_Cleaning,Q9d_Cooking,Q9e_Working,Q9f_Socializing,Q9g_Nothing,Q9h_Eating/Drinking,Q9i_Exercising,Q9j_Activity Other,Q9j_Activity_Other_Specify,Q10a_Kitchen,Q10b_Office,Q10c_Car,Q10d_Store,Q10e_Outdoors,Q10f_Living Room,Q10g_Restaurant_Bar,Q10h_Gym,Q10i_Bedroom,Q10j_Bathroom,Q10k_Sporting_Event,Q10l_Classroom,Q10m_Location_Other,Q10m_Location_Other_Specify,Q11_Revealing_Clothing,Q12_Nudity,Q12a_Nudity_Other_Specify,Q13_Visually_Objectified,Q14_Verbally_Objectified,Q15_Intelligence,Q16_Humor,Q17_Occupation,Q18_Leader,Q19_Authority,Q20_Body Type,Q20a_Body_Type_Other_Specify,Q21a_Disordered_Eating,Q21b_Selfy_injury,Q21c_NegativeTalk,Q21d_Body_Modification,Q22a_Visual_Shame,Q22b_Verbal_Shame,Q22c_Sizeist_Slurs,Q22d_Punchline,Q22e_Denied_Personal_Opportunity,Q22f_Denied_Professional_Opportunity,Q22g_Other_Prejudice,Q22g_Prejudice_Other_Specify,Q23a_Lazy,Q23b_Physically_Slow,Q23c_Stupid,Q23d_Loser,Q23e_Inactive,Q23f_Poorly_Dressed,Q23g_Funny,Q23h_Jolly,Q23i_Clumsy,Q23j_Alone,Q24a_Comic_Relief,Q24b_Sidekick,Q24c_Mamma_Hen,Q24d_Nympho,Q25_Fat_to_Fit,Q26_Inspo_Porn,Q27_NOTES,Notes on Dwelling
Romeo,Doublemint - Fresh Kiss (:15),Doublemint,China,2020,2020,Confectionary,BBDO,Woman #2,woman in green dreess,2,4,,1,10,0,0,,5,,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,1,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,The Endless Funfair - Bear,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman Shouting,Child playing with puppets,1,5,,1,10,0,0,,5,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,The Endless Funfair - Bear,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Man staring,Man staring,1,6,,2,10,0,0,,5,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Amusement park employee,White/red polo,1,3,,1,10,0,0,,5,,0,0,0,0,0,1,1,1,1,0,1,Riding amusement park rides,0,0,0,0,0,0,0,0,0,0,0,0,1,Amusement park,1,1,,0,0,0,2,1,1,3,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Amusement park owner,Blue button-down,1,6,,2,10,0,0,,5,,0,0,0,0,0,1,1,1,1,0,1,"Riding amusement park rides, Using cell phone",0,0,0,1,0,0,0,0,0,0,0,0,1,Amusement park,0,0,,0,0,0,2,1,1,2,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Sarah,Dove Premium,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Ticket Attendent,white shirt w/ red collar,1,4,,1,10,0,0,,5,,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,amusement park,0,0,,0,0,0,0,1,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Sarah,Dove Premium,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Man with Fear of Heights,light blue shirt,1,7,,2,10,0,0,,5,,0,0,0,0,0,1,1,0,1,0,1,vomitting,0,0,0,0,0,0,0,0,0,0,0,0,1,amusement park,0,0,,0,0,0,0,1,0,3,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman with flowers,White gown,2,4,,1,10,0,0,,5,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Amusement park,0,0,,0,0,0,0,0,0,1,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,The Endless Funfair (9:22),Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Man with flowers,"White t-shirt, black joggers",2,4,,2,10,0,0,,5,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Amusement park,0,0,,0,0,0,0,0,0,1,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #1,white shirt and grey skirt,1,4,,1,10,0,1,turns into animated human,5,,0,0,0,0,0,0,0,1,1,0,1,feeding fish,0,0,0,0,0,1,0,0,0,0,0,0,1,in studio/on set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #2,black shirt and pink skirt with white,1,4,,1,10,0,1,animated human,5,,0,0,0,0,0,0,0,0,0,0,1,dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,in studio/on set,1,1,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #3,woman in pink dress,1,4,,1,10,0,1,animated human,5,,0,0,0,0,0,0,0,0,0,0,1,dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,in studio/on set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Goodness - CNY,Dove / Galaxy,China,2020,2020,Confectionary,BBDO,Woman #4,woman in purple skirt and to[,1,4,,1,10,0,1,animated human,5,,0,0,0,0,0,0,0,0,0,0,1,dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,in studio/on set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Galaxy Onam,Dove / Galaxy,India,2020,2020,Confectionary,BBDO,Woman #1,woman eating chocolate,2,5,,1,10,0,0,,5,,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,can't tell/somewhere in public but inside,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Paulina,Extra,United States,2020,2020,Confectionary,BBDO,Abby,sis on right,1,3,,1,10,0,0,,9,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Real Friend Request,Extra,United States,2020,2020,Confectionary,BBDO,girl dancing,girl dancing,2,2,,1,10,10,0,,3,,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,10,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,CNY In-Car,Extra,China,2019,2020,Confectionary,BBDO,Man #1,in blue sweater driving,2,4,,2,10,0,0,,5,,0,0,1,0,0,0,1,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,CNY In-Car,Extra,China,2019,2020,Confectionary,BBDO,Woman #2,girl in back with jean jacket on ,2,4,,1,10,0,0,,5,,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,CNY In-Car,Extra,China,2019,2020,Confectionary,BBDO,Man #2,man in back with red jacket on,2,4,,2,10,0,0,,5,,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra Music,Extra,China,2020,2020,Confectionary,BBDO,Man #1,man mixing music,2,4,,2,10,0,0,,5,,0,0,0,0,0,1,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra - Instant Refresh,Extra,China,2020,2020,Confectionary,BBDO,Worker #1,man in blue,2,4,,2,10,0,0,,5,,0,0,0,0,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra - Instant Refresh,Extra,China,2020,2020,Confectionary,BBDO,Worker #2,man in white,2,4,,2,10,0,0,,5,,0,0,0,0,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Flo,Extra,United States,2020,2020,Confectionary,BBDO,Flo,smiling/mopping,2,7,,1,10,0,0,,2,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,1,hallway,0,0,,0,0,0,0,1,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Real Friend Request,Extra,United States,2020,2020,Confectionary,BBDO,girl on phone,girl on phone,2,2,,1,10,10,0,,3,,0,0,0,0,0,0,0,0,0,0,1,on phone,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,10,,0,0,0,0,10,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Paulina,Extra,United States,2020,2020,Confectionary,BBDO,Pauline,sis on left,1,3,,1,10,0,0,,9,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Dave,Extra,United States,2020,2020,Confectionary,BBDO,Dave,masked,1,4,,2,10,0,0,,1,,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,CNY In-Car,Extra,China,2019,2020,Confectionary,BBDO,Woman #1,in pink sweater with red shirt tied on shoulder,2,4,,1,10,0,0,,5,,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra Music,Extra,China,2020,2020,Confectionary,BBDO,Woman #1,woman playing guitar,2,4,,1,10,0,0,,5,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra - Cheering,Extra,China,2020,2020,Confectionary,BBDO,Woman #1,main character chewing gum/short black hair,1,4,,1,10,0,0,,5,,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Extra - Cheering,Extra,China,2020,2020,Confectionary,BBDO,Woman #2,pigtails and crop top,2,4,,1,10,0,0,,5,,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,1,1,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Pamela,Will,FELINE GREENIES,United States,2020,2020,Petcare,DDB,Waiter,"Dark hair, wearing black and white suit, bowtie",2,4,,2,10,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,1,1,1,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Pamela,Will,FELINE GREENIES,United States,2020,2020,Petcare,DDB,Man in portrait,"White hair and mustache, wearing white suit and pink shirt, holding cat",2,8,,2,10,0,1,Animated human,1,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Sitting in an unknown location,0,0,,0,0,0,0,0,1,2,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Again,5 Gum,Global,2020,2020,Confectionary,BBDO,Guy,long hair,2,3,,2,10,0,0,,3,,0,0,0,0,0,0,0,0,0,0,1,playing a video game,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Again,5 Gum,Global,2020,2020,Confectionary,BBDO,Gal,short hair,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,playing a video game,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Man #1,main man looking at prize,2,3,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Man #2,"man with dreads, bandana, and glasses",2,5,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Man #3,Man with shaved head flanking main character,2,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Woman #2,woman in farther spot,2,3,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Man #5,man standing behind main dude,2,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Zone,5 Gum,Global,2020,2020,Confectionary,BBDO,Guy laughing on phone,from the side,1,4,,2,10,0,0,,1,,0,0,0,0,0,0,1,0,0,0,1,talking on phone,0,0,0,0,0,0,0,0,0,0,0,0,1,common room at a school/dorm/ or lobby,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Milena,Five Gaming - Packshot,5 Gum,Russia,2020,2020,Confectionary,BBDO,man in hoodie,chewing gum,2,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,warehouse,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Ritual,5 Gum,Global,2020,2020,Confectionary,BBDO,woman,drivers seat,1,3,,1,10,0,0,,1,,0,0,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Five Gaming,5 Gum,Russia,2020,2020,Confectionary,BBDO,Woman #1,woman winning prize,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Zone,5 Gum,Global,2020,2020,Confectionary,BBDO,Guy playing on phone,faceforward,2,4,,2,10,0,0,,5,,0,0,0,0,0,0,0,0,0,0,1,working or playing games on phone,0,0,0,0,0,0,0,0,0,0,0,0,1,common room at a school/dorm/ or lobby,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Milena,Five Gaming - Packshot,5 Gum,Russia,2020,2020,Confectionary,BBDO,woman in tank top,high pony tail,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,warehouse,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Emojis to Shine,Freedent,France,2020,2020,Confectionary,BBDO,Man #1,main character/black man texting on phone,2,4,,2,10,0,0,,3,,0,0,0,0,0,0,0,1,0,0,1,texting friends,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Emojis to Shine,Freedent,France,2020,2020,Confectionary,BBDO,Woman #1,woman being texted in bed,2,4,,1,10,0,0,,5,,0,0,0,0,0,0,0,1,0,0,1,texting friends,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,Stick,GREENIES,United States,2020,2020,Petcare,DDB,Waving Pilot,Waving Pilot,1,6,,2,10,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,1,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,Doggy IQ Launch Film,GREENIES,United States,2020,2020,Petcare,DDB,Scientist,Scientist,2,5,,1,10,0,1,animated human,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,0,1,0,2,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,Stick,GREENIES,United States,2020,2020,Petcare,DDB,Pilot,Pilot,2,7,,2,10,0,0,,3,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Emma,Snowman,GREENIES,United States,2020,2020,Petcare,DDB,Kid,"building snowman, passes out",2,1,,2,10,10,0,,9,,0,0,0,0,0,0,0,0,0,0,1,building snowman,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10,,0,0,0,2,10,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,Stick,GREENIES,United States,2020,2020,Petcare,DDB,Man on Island,Man on Island,1,6,,2,10,0,0,,1,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Balloon,GREENIES,United States,2019,2020,Petcare,DDB,Dog Owner,leash in hand,1,5,,2,10,0,0,,3,,0,0,0,0,0,0,0,0,0,0,1,watching hot air balloons,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,1,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,Doggy IQ Launch Film,GREENIES,United States,2020,2020,Petcare,DDB,Man in Suit,Man in Suit,2,7,,2,10,0,1,animated human,6,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,Doggy IQ Launch Film,GREENIES,United States,2020,2020,Petcare,DDB,Older woman with purse,Older woman with purse,2,8,,1,10,0,1,animated human,1,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Dulce Re-encuentro - Rojo,M&Ms,Mexico,2020,2020,Confectionary,BBDO,Amarillo (Yellow),yellow M&M,1,11,adult,2,10,0,1,animated humanoid candy,10,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,10,10,,0,0,0,0,10,0,0,10,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Dulce Re-encuentro,M&Ms,Mexico,2020,2020,Confectionary,BBDO,Anaranjado (Orange),orange M&M in background,2,11,adult,2,10,0,1,animated humanoid candy,10,,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,10,10,,0,0,0,0,10,0,0,10,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Dulce Re-encuentro - Rojo,M&Ms,Mexico,2020,2020,Confectionary,BBDO,Anaranjado (Orange),orange M&M in background,2,11,adult,2,10,0,1,animated humanoid candy,10,,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,10,10,,0,0,0,0,10,0,0,10,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Dulce Re-encuentro,M&Ms,Mexico,2020,2020,Confectionary,BBDO,Amarillo (Yellow),yellow M&M,1,11,adult,2,10,0,1,animated humanoid candy,10,,0,0,0,0,1,0,1,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,,10,10,,0,0,0,2,10,0,0,10,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Dulce Re-encuentro,M&Ms,Mexico,2020,2020,Confectionary,BBDO,Rojo (Red),red m&m,1,11,adult,2,10,0,1,animated humanoid candy,10,,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,10,10,,0,0,0,2,10,0,0,10,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Dulce Re-encuentro - Rojo,M&Ms,Mexico,2020,2020,Confectionary,BBDO,Rojo (Red),red m&m,2,11,adult,2,10,0,1,animated humanoid candy,10,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,10,10,,0,0,0,2,10,0,0,10,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Doctor,M&Ms,China,2020,2020,Confectionary,BBDO,Orange,orange M&M,1,11,adult,2,10,0,1,animated humanoid candy,10,,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,10,10,,0,0,0,3,10,0,0,10,,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
